section id,recording id,timestamp [ns],gyro x [deg/s],gyro y [deg/s],gyro z [deg/s],acceleration x [G],acceleration y [G],acceleration z [G],roll,pitch
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295491099458480,32.317074,-27.92683,-5.853659,0.165955,-0.858093,-0.256592,3.0237477980177516,85.28890317083176
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295491104398480,32.560978,-27.560976,-5.121951,0.165527,-0.857788,-0.249756,2.8013899336219765,85.03204486598327
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295491109338480,32.804878,-27.317074,-4.878049,0.164856,-0.859985,-0.242615,2.5809243143826848,84.776240290533
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295491114278480,33.292683,-26.95122,-4.45122,0.156738,-0.854675,-0.241821,2.365613207013098,84.52209290010535
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295491119218480,33.597561,-26.829269,-3.658537,0.161987,-0.840271,-0.248535,2.1472508406179998,84.26998964161407
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295491124158480,33.292683,-26.463415,-2.804878,0.165039,-0.833923,-0.248413,1.9290428294802098,84.01649386177263
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295491129098480,32.804878,-25.975611,-1.768293,0.162781,-0.83606,-0.248291,1.715046459617895,83.75988527166828
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295491134038480,32.07317,-25.54878,-0.426829,0.163147,-0.831726,-0.249573,1.5032867758821453,83.4991842996464
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295491138978480,31.097561,-24.695122,0.731707,0.159424,-0.831909,-0.251587,1.2981575016970908,83.23275231789529
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295491143918480,29.695122,-23.963415,1.768293,0.157837,-0.832275,-0.252747,1.0981174756184942,82.95870640650912
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295491148858480,28.109756,-23.536587,3.963415,0.155151,-0.825317,-0.255371,0.9021975037892105,82.67555213263296
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295491153798480,26.158537,-22.743902,5.97561,0.158997,-0.831116,-0.247925,0.7108108591000075,82.38184970958474
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295491158738480,23.963415,-22.256098,7.317073,0.161194,-0.846802,-0.232727,0.5242135265516765,82.0762623299803
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295491163678480,22.5,-21.890244,8.04878,0.156616,-0.862854,-0.22998,0.34409222560356056,81.76216437108553
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295491168618480,21.341463,-21.707317,7.865854,0.155579,-0.873108,-0.226013,0.16682537333534242,81.44201673479245
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295491173558480,20.304878,-21.585367,7.621952,0.158752,-0.878967,-0.213745,-0.009844884268346732,81.1168613361931
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295491178498480,19.87805,-21.402439,7.256098,0.159302,-0.875916,-0.206482,-0.18552657562915442,80.78975572186704
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295491183438480,19.634148,-21.219513,6.829268,0.161072,-0.87793,-0.210815,-0.3608279111166155,80.46175153994
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295491188378480,19.146341,-20.975611,6.707317,0.165771,-0.880798,-0.217468,-0.5365056783771252,80.13173600669
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295491193318480,18.902439,-20.731709,7.012195,0.171875,-0.880798,-0.22406,-0.7130416268818465,79.80083271118815
