gaze_timestamp,world_index,confidence,norm_pos_x,norm_pos_y,base_data,gaze_point_3d_x,gaze_point_3d_y,gaze_point_3d_z,eye_center0_3d_x,eye_center0_3d_y,eye_center0_3d_z,gaze_normal0_x,gaze_normal0_y,gaze_normal0_z,eye_center1_3d_x,eye_center1_3d_y,eye_center1_3d_z,gaze_normal1_x,gaze_normal1_y,gaze_normal1_z
1.957374002,10,1,0.6272169,0.308525594,,,,,,,,,,,,,,,,
1.961450002,10,1,0.622187502,0.308915371,,,,,,,,,,,,,,,,
1.969364002,11,1,0.616388265,0.311646921,,,,,,,,,,,,,,,,
1.973423002,11,1,0.615442164,0.312637725,,,,,,,,,,,,,,,,
1.977371002,11,1,0.613910338,0.313390774,,,,,,,,,,,,,,,,
1.981436002,11,1,0.615593966,0.3132999,,,,,,,,,,,,,,,,
1.989371002,11,1,0.6011274,0.31264575,,,,,,,,,,,,,,,,
1.993356002,11,1,0.607344235,0.314690032,,,,,,,,,,,,,,,,
1.997340002,12,1,0.609228863,0.315644723,,,,,,,,,,,,,,,,
2.001428002,12,1,0.611302095,0.317588411,,,,,,,,,,,,,,,,
2.009363002,12,1,0.614076222,0.317614181,,,,,,,,,,,,,,,,
2.013414002,12,1,0.614874167,0.317366932,,,,,,,,,,,,,,,,
2.017428002,12,1,0.615699151,0.317142684,,,,,,,,,,,,,,,,
2.021442002,12,1,0.622959754,0.316911825,,,,,,,,,,,,,,,,
2.029383002,12,1,0.623237385,0.31201997,,,,,,,,,,,,,,,,
2.033370002,13,1,0.623548956,0.311708691,,,,,,,,,,,,,,,,
2.037389002,13,1,0.619848981,0.309085026,,,,,,,,,,,,,,,,
2.041403002,13,1,0.620180691,0.30835317,,,,,,,,,,,,,,,,
2.049368002,13,1,0.623807963,0.307629451,,,,,,,,,,,,,,,,
2.053398002,13,1,0.626572609,0.307267931,,,,,,,,,,,,,,,,
2.057389002,13,1,0.62503523,0.307355019,,,,,,,,,,,,,,,,
2.061449002,13,1,0.623985739,0.307364852,,,,,,,,,,,,,,,,
2.069351002,14,1,0.619241771,0.307469968,,,,,,,,,,,,,,,,
2.073414002,14,1,0.619084975,0.307585653,,,,,,,,,,,,,,,,
2.077387002,14,1,0.619251476,0.307836462,,,,,,,,,,,,,,,,
2.081327002,14,1,0.625431958,0.307613797,,,,,,,,,,,,,,,,
2.090162002,14,1,0.627598875,0.307724903,,,,,,,,,,,,,,,,
2.093429002,14,1,0.629539434,0.307744005,,,,,,,,,,,,,,,,
2.097438002,15,1,0.630461244,0.308138586,,,,,,,,,,,,,,,,
2.101389002,15,1,0.630440151,0.308253309,,,,,,,,,,,,,,,,
2.109660002,15,1,0.630555097,0.307939826,,,,,,,,,,,,,,,,
2.113380002,15,1,0.633037904,0.307987976,,,,,,,,,,,,,,,,
2.117396002,15,1,0.638617123,0.307760225,,,,,,,,,,,,,,,,
2.121428002,15,1,0.642918755,0.3086753,,,,,,,,,,,,,,,,
2.129351002,15,1,0.646576208,0.308829866,,,,,,,,,,,,,,,,
2.133368002,16,1,0.646926487,0.309016136,,,,,,,,,,,,,,,,
2.137403002,16,1,0.646062514,0.308015272,,,,,,,,,,,,,,,,
2.141449002,16,1,0.646584567,0.307736715,,,,,,,,,,,,,,,,
2.149250002,16,1,0.645492273,0.307822899,,,,,,,,,,,,,,,,
2.153414002,16,1,0.646785848,0.308018663,,,,,,,,,,,,,,,,
2.157369002,16,1,0.646107842,0.307857655,,,,,,,,,,,,,,,,
2.161425002,16,1,0.645472583,0.307883312,,,,,,,,,,,,,,,,
2.169274002,17,1,0.644120441,0.309873454,,,,,,,,,,,,,,,,
2.173569002,17,1,0.641144192,0.310743092,,,,,,,,,,,,,,,,
2.177593002,17,1,0.640747519,0.311032104,,,,,,,,,,,,,,,,
2.181435002,17,1,0.638014008,0.31103024,,,,,,,,,,,,,,,,
2.189384002,17,1,0.637244393,0.311053749,,,,,,,,,,,,,,,,
2.193369002,17,1,0.636710279,0.310864145,,,,,,,,,,,,,,,,
2.197402002,18,1,0.634365418,0.310605537,,,,,,,,,,,,,,,,
2.201381002,18,1,0.63524106,0.310107478,,,,,,,,,,,,,,,,
2.209409002,18,1,0.635418107,0.309923751,,,,,,,,,,,,,,,,
2.213398002,18,1,0.633143593,0.309423602,,,,,,,,,,,,,,,,
2.217496002,18,1,0.632156148,0.309181213,,,,,,,,,,,,,,,,
2.222126002,18,1,0.63180211,0.309173245,,,,,,,,,,,,,,,,
2.229401002,18,1,0.631236413,0.309506056,,,,,,,,,,,,,,,,
2.233394002,19,1,0.629277959,0.306430788,,,,,,,,,,,,,,,,
2.237559002,19,1,0.626513593,0.303620459,,,,,,,,,,,,,,,,
2.241365002,19,1,0.625747007,0.300775373,,,,,,,,,,,,,,,,
2.249477002,19,1,0.62608012,0.29823258,,,,,,,,,,,,,,,,
2.253499002,19,1,0.625584939,0.297869308,,,,,,,,,,,,,,,,
2.257456002,19,1,0.625688272,0.296556543,,,,,,,,,,,,,,,,
2.261524002,19,1,0.627785795,0.296915125,,,,,,,,,,,,,,,,
2.269401002,20,1,0.628009852,0.299027111,,,,,,,,,,,,,,,,
2.273448002,20,1,0.628119749,0.299300243,,,,,,,,,,,,,,,,
2.277442002,20,1,0.627635114,0.2991424,,,,,,,,,,,,,,,,
2.281387002,20,1,0.62773727,0.299316293,,,,,,,,,,,,,,,,
2.289504002,20,1,0.631362242,0.299769705,,,,,,,,,,,,,,,,
2.293433002,20,1,0.634687424,0.300105003,,,,,,,,,,,,,,,,
2.297452002,21,1,0.636101498,0.300982383,,,,,,,,,,,,,,,,
2.301285002,21,1,0.635908015,0.302357144,,,,,,,,,,,,,,,,
2.309426002,21,1,0.640817474,0.302593825,,,,,,,,,,,,,,,,
2.313424002,21,1,0.638378873,0.303979549,,,,,,,,,,,,,,,,
2.317433002,21,1,0.638261739,0.304178478,,,,,,,,,,,,,,,,
2.321431002,21,1,0.637632763,0.304217868,,,,,,,,,,,,,,,,
2.329527002,21,1,0.634775891,0.304356667,,,,,,,,,,,,,,,,
2.333522002,22,1,0.632717357,0.305530237,,,,,,,,,,,,,,,,
2.337535002,22,1,0.632581038,0.305570419,,,,,,,,,,,,,,,,
2.341273002,22,1,0.632169836,0.305589238,,,,,,,,,,,,,,,,
2.349618002,22,1,0.631082366,0.305587938,,,,,,,,,,,,,,,,
2.353541002,22,1,0.630949133,0.30562162,,,,,,,,,,,,,,,,
2.357443002,22,1,0.631478758,0.305825184,,,,,,,,,,,,,,,,
2.361270002,22,1,0.630270565,0.305670505,,,,,,,,,,,,,,,,
2.369442002,23,1,0.629687982,0.303225538,,,,,,,,,,,,,,,,
2.373417002,23,1,0.629662121,0.301997262,,,,,,,,,,,,,,,,
2.377446002,23,1,0.63026877,0.301585275,,,,,,,,,,,,,,,,
2.381277002,23,1,0.631574182,0.301695647,,,,,,,,,,,,,,,,
2.389538002,23,1,0.632828264,0.305311754,,,,,,,,,,,,,,,,
2.393451002,23,1,0.63004101,0.306665322,,,,,,,,,,,,,,,,
2.397457002,24,1,0.629484513,0.306981405,,,,,,,,,,,,,,,,
2.401292002,24,1,0.627798137,0.306949192,,,,,,,,,,,,,,,,
2.409434002,24,1,0.627918468,0.308790249,,,,,,,,,,,,,,,,
2.413400002,24,1,0.62801176,0.309108254,,,,,,,,,,,,,,,,
2.417348002,24,1,0.628187348,0.309361041,,,,,,,,,,,,,,,,
2.425377002,24,1,0.629043467,0.309396758,,,,,,,,,,,,,,,,
2.429423002,24,1,0.631283704,0.309482377,,,,,,,,,,,,,,,,
2.433495002,25,1,0.632355129,0.30943417,,,,,,,,,,,,,,,,
2.437590002,25,1,0.63309389,0.308256248,,,,,,,,,,,,,,,,
2.445559002,25,1,0.635939935,0.307190224,,,,,,,,,,,,,,,,
2.449247002,25,1,0.636605543,0.307254254,,,,,,,,,,,,,,,,
2.453505002,25,1,0.640111362,0.30757288,,,,,,,,,,,,,,,,
2.457418002,25,1,0.640702696,0.307582205,,,,,,,,,,,,,,,,
2.465260002,26,1,0.6419648,0.3068855,,,,,,,,,,,,,,,,
2.469326002,26,1,0.641917509,0.306651984,,,,,,,,,,,,,,,,
2.473474002,26,1,0.642948992,0.306799147,,,,,,,,,,,,,,,,
2.477476002,26,1,0.642574927,0.307156485,,,,,,,,,,,,,,,,
2.485283002,26,1,0.633837195,0.307115399,,,,,,,,,,,,,,,,
2.489543002,26,1,0.634317679,0.308397025,,,,,,,,,,,,,,,,
2.493465002,27,1,0.638294893,0.310602202,,,,,,,,,,,,,,,,
2.497497002,27,1,0.64351856,0.311603574,,,,,,,,,,,,,,,,
2.505310002,27,1,0.643588178,0.311279862,,,,,,,,,,,,,,,,
2.509319002,27,1,0.643252485,0.310169305,,,,,,,,,,,,,,,,
2.513456002,27,1,0.643369731,0.310175521,,,,,,,,,,,,,,,,
2.517486002,27,1,0.643041891,0.310607232,,,,,,,,,,,,,,,,
2.525473002,28,1,0.644288231,0.310053507,,,,,,,,,,,,,,,,
2.529424002,28,1,0.644597558,0.310011009,,,,,,,,,,,,,,,,
2.533450002,28,1,0.644252384,0.309986708,,,,,,,,,,,,,,,,
2.537355002,28,1,0.642200414,0.309760426,,,,,,,,,,,,,,,,
2.545316002,28,1,0.642526066,0.310545293,,,,,,,,,,,,,,,,
2.549420002,28,1,0.641863038,0.310483805,,,,,,,,,,,,,,,,
2.553431002,28,1,0.641522183,0.309891482,,,,,,,,,,,,,,,,
2.557440002,28,1,0.639588244,0.30903569,,,,,,,,,,,,,,,,
2.565292002,29,1,0.639179679,0.309737764,,,,,,,,,,,,,,,,
2.569412002,29,1,0.638045928,0.30998213,,,,,,,,,,,,,,,,
2.573393002,29,1,0.637845152,0.309941214,,,,,,,,,,,,,,,,
2.577468002,29,1,0.638200816,0.309898829,,,,,,,,,,,,,,,,
2.585251002,29,1,0.642869052,0.310203326,,,,,,,,,,,,,,,,
2.589313002,29,1,0.646966317,0.310181681,,,,,,,,,,,,,,,,
2.593299002,30,1,0.646514444,0.310425257,,,,,,,,,,,,,,,,
2.597343002,30,1,0.6468107,0.310504433,,,,,,,,,,,,,,,,
2.605413002,30,1,0.646267947,0.308818902,,,,,,,,,,,,,,,,
2.609463002,30,1,0.645912507,0.309319503,,,,,,,,,,,,,,,,
2.613361002,30,1,0.64479783,0.309292998,,,,,,,,,,,,,,,,
2.617283002,30,1,0.644564573,0.308792171,,,,,,,,,,,,,,,,
2.625426002,30,1,0.646987803,0.308566002,,,,,,,,,,,,,,,,
2.629412002,31,1,0.646246966,0.308543679,,,,,,,,,,,,,,,,
2.633598002,31,1,0.64596423,0.308592902,,,,,,,,,,,,,,,,
2.637464002,31,1,0.64572267,0.308359443,,,,,,,,,,,,,,,,
2.645311002,31,1,0.646460814,0.308974485,,,,,,,,,,,,,,,,
2.649430002,31,1,0.645526998,0.309462766,,,,,,,,,,,,,,,,
2.653378002,31,1,0.645810576,0.309718549,,,,,,,,,,,,,,,,
2.657382002,31,1,0.645961369,0.31086584,,,,,,,,,,,,,,,,
2.665401002,32,1,0.646767841,0.311031483,,,,,,,,,,,,,,,,
2.669405002,32,1,0.646562688,0.312098468,,,,,,,,,,,,,,,,
2.673406002,32,1,0.646328982,0.31249011,,,,,,,,,,,,,,,,
2.678381002,32,1,0.646126467,0.312830098,,,,,,,,,,,,,,,,
2.685385002,32,1,0.646062851,0.313847408,,,,,,,,,,,,,,,,
2.689634002,33,1,0.645869087,0.31509439,,,,,,,,,,,,,,,,
2.693369002,33,1,0.645737255,0.316080955,,,,,,,,,,,,,,,,
2.697375002,33,1,0.645577823,0.31650984,,,,,,,,,,,,,,,,
2.709368002,33,1,0.645209986,0.31625191,,,,,,,,,,,,,,,,
2.713390002,33,1,0.645216213,0.316072365,,,,,,,,,,,,,,,,
2.717380002,33,1,0.645098855,0.315934245,,,,,,,,,,,,,,,,
2.725340002,33,1,0.646196029,0.315657326,,,,,,,,,,,,,,,,
2.729345002,34,1,0.646039009,0.315863828,,,,,,,,,,,,,,,,
2.733374002,34,1,0.64589248,0.316284575,,,,,,,,,,,,,,,,
2.737364002,34,1,0.645791166,0.317079841,,,,,,,,,,,,,,,,
2.745403002,34,1,0.644922986,0.317342348,,,,,,,,,,,,,,,,
2.749333002,34,1,0.644954625,0.317832156,,,,,,,,,,,,,,,,
2.753435002,34,1,0.645023122,0.317868099,,,,,,,,,,,,,,,,
2.757360002,34,1,0.644484183,0.318358188,,,,,,,,,,,,,,,,
2.765495002,35,1,0.651669053,0.318392944,,,,,,,,,,,,,,,,
2.769354002,35,1,0.651405503,0.318224193,,,,,,,,,,,,,,,,
2.773408002,35,1,0.651125066,0.318042049,,,,,,,,,,,,,,,,
2.777453002,35,1,0.650807886,0.317519633,,,,,,,,,,,,,,,,
2.785407002,35,1,0.651846886,0.317384112,,,,,,,,,,,,,,,,
2.789394002,35,1,0.651884023,0.317145849,,,,,,,,,,,,,,,,
2.793400002,36,1,0.651695756,0.316607553,,,,,,,,,,,,,,,,
2.797404002,36,1,0.651395293,0.31622467,,,,,,,,,,,,,,,,
2.805336002,36,1,0.654980098,0.316062814,,,,,,,,,,,,,,,,
2.809292002,36,1,0.654601209,0.315987764,,,,,,,,,,,,,,,,
2.813389002,36,1,0.655305189,0.315813474,,,,,,,,,,,,,,,,
2.817416002,36,1,0.655110471,0.315739497,,,,,,,,,,,,,,,,
2.825224002,36,1,0.651489763,0.315112022,,,,,,,,,,,,,,,,
2.829403002,37,1,0.651756455,0.315054717,,,,,,,,,,,,,,,,
2.833420002,37,1,0.651554108,0.315023578,,,,,,,,,,,,,,,,
2.837419002,37,1,0.65216373,0.314971359,,,,,,,,,,,,,,,,
2.845286002,37,1,0.651871793,0.314915749,,,,,,,,,,,,,,,,
2.849380002,37,1,0.654077586,0.314643351,,,,,,,,,,,,,,,,
2.853498002,37,1,0.653809772,0.314282622,,,,,,,,,,,,,,,,
2.857317002,37,1,0.652245073,0.314628714,,,,,,,,,,,,,,,,
2.865408002,38,1,0.649154383,0.318996175,,,,,,,,,,,,,,,,
2.869438002,38,1,0.649284587,0.318073131,,,,,,,,,,,,,,,,
2.873437002,38,1,0.649910983,0.317812263,,,,,,,,,,,,,,,,
2.877404002,38,1,0.650622312,0.317701326,,,,,,,,,,,,,,,,
2.885499002,38,1,0.650401733,0.309402974,,,,,,,,,,,,,,,,
2.889442002,38,1,0.649742407,0.305550187,,,,,,,,,,,,,,,,
2.893467002,39,1,0.644723892,0.305615913,,,,,,,,,,,,,,,,
2.897282002,39,1,0.642665134,0.304485406,,,,,,,,,,,,,,,,
2.905447002,39,1,0.6429555,0.292790109,,,,,,,,,,,,,,,,
2.909384002,39,1,0.643501562,0.290907514,,,,,,,,,,,,,,,,
2.913322002,39,1,0.637063475,0.286436123,,,,,,,,,,,,,,,,
2.917408002,39,1,0.636016509,0.278025309,,,,,,,,,,,,,,,,
2.925355002,40,1,0.636495029,0.278366145,,,,,,,,,,,,,,,,
2.929270002,40,1,0.632531895,0.274883185,,,,,,,,,,,,,,,,
2.933353002,40,1,0.629366538,0.269854567,,,,,,,,,,,,,,,,
2.937355002,40,1,0.631756502,0.270934776,,,,,,,,,,,,,,,,
2.945247002,40,1,0.632653349,0.265834271,,,,,,,,,,,,,,,,
2.949291002,40,1,0.630531592,0.260165631,,,,,,,,,,,,,,,,
2.953510002,40,1,0.631224296,0.262048227,,,,,,,,,,,,,,,,
2.957374002,41,1,0.622436636,0.259498822,,,,,,,,,,,,,,,,
2.965351002,41,1,0.623519224,0.255240716,,,,,,,,,,,,,,,,
2.969284002,41,1,0.624118581,0.257424814,,,,,,,,,,,,,,,,
2.973305002,41,1,0.62143309,0.258861231,,,,,,,,,,,,,,,,
2.977455002,41,1,0.621896295,0.259360193,,,,,,,,,,,,,,,,
2.985298002,41,1,0.617983538,0.261943789,,,,,,,,,,,,,,,,
2.989209002,41,1,0.618683535,0.262215565,,,,,,,,,,,,,,,,
2.993367002,42,1,0.620220409,0.259812645,,,,,,,,,,,,,,,,
2.997348002,42,1,0.621317639,0.258995056,,,,,,,,,,,,,,,,
3.005290002,42,1,0.639984019,0.26388482,,,,,,,,,,,,,,,,
3.009348002,42,1,0.64046798,0.265414768,,,,,,,,,,,,,,,,
3.013381002,42,1,0.640446158,0.267009029,,,,,,,,,,,,,,,,
3.017315002,42,1,0.631209317,0.266192457,,,,,,,,,,,,,,,,
3.025331002,42,1,0.631127245,0.260243282,,,,,,,,,,,,,,,,
3.029359002,43,1,0.631129153,0.261270424,,,,,,,,,,,,,,,,
3.033299002,43,1,0.626734285,0.261865573,,,,,,,,,,,,,,,,
3.037366002,43,1,0.62728203,0.262790878,,,,,,,,,,,,,,,,
3.045422002,43,1,0.596179457,0.25326572,,,,,,,,,,,,,,,,
3.049270002,43,1,0.615021706,0.251813196,,,,,,,,,,,,,,,,
3.054165002,43,1,0.614753499,0.250185762,,,,,,,,,,,,,,,,
3.057370002,43,1,0.635527611,0.244731705,,,,,,,,,,,,,,,,
3.065310002,44,1,0.682529898,0.236103934,,,,,,,,,,,,,,,,
3.069382002,44,1,0.704244109,0.228639447,,,,,,,,,,,,,,,,
3.073432002,44,1,0.711386625,0.22664501,,,,,,,,,,,,,,,,
3.077385002,44,1,0.712487782,0.219692541,,,,,,,,,,,,,,,,
3.085409002,44,1,0.704397706,0.220091191,,,,,,,,,,,,,,,,
3.089386002,44,1,0.704953138,0.212102593,,,,,,,,,,,,,,,,
3.093358002,45,1,0.702181704,0.209462201,,,,,,,,,,,,,,,,
3.097376002,45,1,0.703832963,0.209918326,,,,,,,,,,,,,,,,
3.105304002,45,1,0.690337574,0.205491751,,,,,,,,,,,,,,,,
3.109320002,45,1,0.685269636,0.199982085,,,,,,,,,,,,,,,,
3.113409002,45,1,0.681284119,0.206221686,,,,,,,,,,,,,,,,
3.117341002,45,1,0.688090268,0.201551254,,,,,,,,,,,,,,,,
3.125247002,45,1,0.681359067,0.198320742,,,,,,,,,,,,,,,,
3.129300002,46,1,0.678621517,0.20504416,,,,,,,,,,,,,,,,
3.133367002,46,1,0.679431186,0.207284489,,,,,,,,,,,,,,,,
3.137396002,46,1,0.661564771,0.213485266,,,,,,,,,,,,,,,,
3.145284002,46,1,0.661059492,0.217340483,,,,,,,,,,,,,,,,
3.149479002,46,1,0.659370815,0.221976386,,,,,,,,,,,,,,,,
3.153412002,46,1,0.65841456,0.225047698,,,,,,,,,,,,,,,,
3.157388002,46,1,0.658555424,0.229978773,,,,,,,,,,,,,,,,
3.165339002,47,1,0.655271081,0.245037559,,,,,,,,,,,,,,,,
3.169381002,47,1,0.652939123,0.245437509,,,,,,,,,,,,,,,,
3.173443002,47,1,0.65185704,0.245071807,,,,,,,,,,,,,,,,
3.181305002,47,1,0.648933298,0.247420756,,,,,,,,,,,,,,,,
3.185337002,47,1,0.64816963,0.248455811,,,,,,,,,,,,,,,,
3.189424002,47,1,0.642380602,0.249122563,,,,,,,,,,,,,,,,
3.193383002,48,1,0.640757336,0.250970459,,,,,,,,,,,,,,,,
3.201423002,48,1,0.617973103,0.254252568,,,,,,,,,,,,,,,,
3.205442002,48,1,0.609213212,0.258646986,,,,,,,,,,,,,,,,
3.209722002,48,1,0.611796491,0.26436225,,,,,,,,,,,,,,,,
3.213350002,48,1,0.610797714,0.266506054,,,,,,,,,,,,,,,,
3.221478002,48,1,0.614901879,0.266746295,,,,,,,,,,,,,,,,
3.225594002,49,1,0.61633671,0.272706717,,,,,,,,,,,,,,,,
3.229308002,49,1,0.615662855,0.275374745,,,,,,,,,,,,,,,,
3.233389002,49,1,0.609105615,0.277875999,,,,,,,,,,,,,,,,
3.241436002,49,1,0.613359339,0.281636952,,,,,,,,,,,,,,,,
3.245339002,49,1,0.614647304,0.282384632,,,,,,,,,,,,,,,,
3.249544002,49,1,0.612905783,0.282839514,,,,,,,,,,,,,,,,
3.253364002,49,1,0.614275988,0.281955069,,,,,,,,,,,,,,,,
3.261322002,50,1,0.61716607,0.287991107,,,,,,,,,,,,,,,,
3.265430002,50,1,0.619256468,0.290499426,,,,,,,,,,,,,,,,
3.269388002,50,1,0.620782291,0.297482413,,,,,,,,,,,,,,,,
3.273467002,50,1,0.621317302,0.297219057,,,,,,,,,,,,,,,,
3.281457002,50,1,0.62699576,0.296505737,,,,,,,,,,,,,,,,
3.285510002,50,1,0.628149594,0.298636203,,,,,,,,,,,,,,,,
3.289310002,50,1,0.628483941,0.298881644,,,,,,,,,,,,,,,,
3.293361002,51,1,0.629140966,0.298556688,,,,,,,,,,,,,,,,
3.301266002,51,1,0.630119773,0.299720143,,,,,,,,,,,,,,,,
3.305212002,51,1,0.629577581,0.298957542,,,,,,,,,,,,,,,,
3.309462002,51,1,0.629620328,0.297287552,,,,,,,,,,,,,,,,
3.313451002,51,1,0.629606135,0.298861355,,,,,,,,,,,,,,,,
3.321386002,51,1,0.628415613,0.296349533,,,,,,,,,,,,,,,,
3.325424002,51,1,0.628600738,0.294868752,,,,,,,,,,,,,,,,
3.329434002,52,1,0.625726532,0.293931975,,,,,,,,,,,,,,,,
3.333424002,52,1,0.624206599,0.293423123,,,,,,,,,,,,,,,,
3.341530002,52,1,0.625465281,0.29618519,,,,,,,,,,,,,,,,
3.345414002,52,1,0.625249919,0.296901392,,,,,,,,,,,,,,,,
3.349325002,52,1,0.62591031,0.29744257,,,,,,,,,,,,,,,,
3.353405002,52,1,0.62650832,0.299168905,,,,,,,,,,,,,,,,
3.361455002,52,1,0.627029026,0.304878687,,,,,,,,,,,,,,,,
3.365264002,53,1,0.627311426,0.308041212,,,,,,,,,,,,,,,,
3.369390002,53,1,0.628331689,0.31283688,,,,,,,,,,,,,,,,
3.373488002,53,1,0.628640511,0.312487906,,,,,,,,,,,,,,,,
3.381535002,53,1,0.628779467,0.313233157,,,,,,,,,,,,,,,,
3.385429002,53,1,0.629076565,0.314837703,,,,,,,,,,,,,,,,
3.389470002,53,1,0.629306008,0.316766527,,,,,,,,,,,,,,,,
3.393412002,53,1,0.629528382,0.316765962,,,,,,,,,,,,,,,,
3.401420002,54,1,0.631700291,0.318642623,,,,,,,,,,,,,,,,
3.405451002,54,1,0.63184884,0.317035816,,,,,,,,,,,,,,,,
3.409339002,54,1,0.631918907,0.317539582,,,,,,,,,,,,,,,,
3.413406002,54,1,0.632179148,0.317757727,,,,,,,,,,,,,,,,
3.421379002,54,1,0.630515379,0.315737124,,,,,,,,,,,,,,,,
3.425301002,54,1,0.629221243,0.314270076,,,,,,,,,,,,,,,,
3.429395002,54,1,0.629272573,0.313020494,,,,,,,,,,,,,,,,
3.433495002,55,1,0.62822858,0.311944919,,,,,,,,,,,,,,,,
3.441384002,55,1,0.626652549,0.314265159,,,,,,,,,,,,,,,,
3.445244002,55,1,0.626105982,0.313591851,,,,,,,,,,,,,,,,
3.449468002,55,1,0.626477634,0.312679489,,,,,,,,,,,,,,,,
3.453429002,55,1,0.627727228,0.312076766,,,,,,,,,,,,,,,,
3.461227002,55,1,0.631300197,0.309441574,,,,,,,,,,,,,,,,
3.465261002,56,1,0.633159245,0.308494794,,,,,,,,,,,,,,,,
3.469472002,56,1,0.632757299,0.30784816,,,,,,,,,,,,,,,,
3.473464002,56,1,0.633813073,0.307053121,,,,,,,,,,,,,,,,
3.481374002,56,1,0.638133217,0.305973307,,,,,,,,,,,,,,,,
3.485516002,56,1,0.63806085,0.305063601,,,,,,,,,,,,,,,,
3.489658002,56,1,0.6384242,0.299577671,,,,,,,,,,,,,,,,
3.493398002,56,1,0.638349926,0.296954402,,,,,,,,,,,,,,,,
3.501326002,57,1,0.66264635,0.286286757,,,,,,,,,,,,,,,,
3.505486002,57,1,0.66920258,0.284880575,,,,,,,,,,,,,,,,
3.509462002,57,1,0.679574349,0.279408377,,,,,,,,,,,,,,,,
3.513399002,57,1,0.697384329,0.27932355,,,,,,,,,,,,,,,,
3.521493002,57,1,0.708276356,0.277585347,,,,,,,,,,,,,,,,
3.525388002,57,1,0.711707508,0.274938626,,,,,,,,,,,,,,,,
3.529417002,58,1,0.726351233,0.27346101,,,,,,,,,,,,,,,,
3.533440002,58,1,0.723519662,0.274598807,,,,,,,,,,,,,,,,
3.541436002,58,1,0.707546627,0.343859185,,,,,,,,,,,,,,,,
3.545550002,58,1,0.698659841,0.339983509,,,,,,,,,,,,,,,,
3.549450002,58,1,0.698443581,0.33332853,,,,,,,,,,,,,,,,
3.553430002,58,1,0.692204812,0.343803406,,,,,,,,,,,,,,,,
3.561403002,59,1,0.675188794,0.390944304,,,,,,,,,,,,,,,,
3.565616002,59,1,0.659769114,0.409332614,,,,,,,,,,,,,,,,
3.569574002,59,1,0.64981382,0.425646803,,,,,,,,,,,,,,,,
3.573215002,59,1,0.614748282,0.431225247,,,,,,,,,,,,,,,,
3.581426002,59,1,0.620499779,0.399096454,,,,,,,,,,,,,,,,
