section id,recording id,timestamp [ns],gaze on face
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295491089018480,False
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295491093008480,False
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295491097060480,False
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295491105013480,False
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295491109131480,False
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295491113051480,False
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295491117025480,False
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295491125013480,False
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295491129021480,False
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295491133036480,False
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295491136998480,False
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295491145004480,False
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295491149044480,False
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295491153096480,False
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295491157047480,False
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295491165041480,False
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295491168936480,False
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295491172995480,False
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295491177078480,False
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295491185004480,False
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295491189005480,False
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295491192991480,False
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295491197098480,False
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295491205049480,False
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295491209048480,False
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295491213042480,False
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295491217067480,False
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295491225064480,False
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295491229090480,False
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295491233069480,False
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295491237079480,False
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295491245044480,False
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295491249026480,False
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295491253015480,False
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295491257069480,False
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295491265024480,False
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295491268990480,False
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295491273131480,False
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295491277065480,False
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295491284985480,False
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295491289014480,False
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295491293080480,False
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295491297083480,False
