section id,recording id,timestamp [ns],p1 x [px],p1 y [px],p2 x [px],p2 y [px],eye left x [px],eye left y [px],eye right x [px],eye right y [px],nose x [px],nose y [px],mouth left x [px],mouth left y [px],mouth right x [px],mouth right y [px]
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295507651107813,395.0,638.0,477.0,744.0,420.289,681.799,459.95,681.717,442.25,704.582,422.809,718.434,456.64,718.528
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295507651107813,767.0,597.0,847.0,698.0,790.765,638.072,829.585,638.194,811.047,658.811,794.504,675.003,825.94,675.143
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295507679485591,396.0,638.0,477.0,744.0,420.965,681.518,460.787,681.175,443.041,704.553,423.485,717.822,457.636,717.716
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295507679485591,768.0,595.0,849.0,697.0,791.573,637.193,830.678,636.862,812.29,658.039,795.887,674.637,827.137,674.417
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295507714763368,397.0,638.0,478.0,744.0,422.151,681.047,461.864,680.993,444.086,704.342,424.42,717.74,458.378,717.869
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295507714763368,769.0,595.0,850.0,697.0,792.122,636.898,831.312,636.512,812.813,657.654,796.429,674.272,827.87,673.997
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295507745996702,398.0,637.0,478.0,744.0,422.924,681.004,462.347,681.244,444.641,704.356,424.852,717.559,458.6,717.924
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295507745996702,769.0,596.0,851.0,696.0,792.329,637.157,831.629,636.518,812.882,657.662,797.056,674.648,827.897,674.117
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295507780007813,399.0,638.0,479.0,743.0,423.788,680.771,462.763,681.271,445.176,704.188,425.502,717.19,458.815,717.75
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295507780007813,770.0,596.0,852.0,696.0,792.695,636.945,832.098,636.122,813.427,657.572,797.446,674.242,828.571,673.563
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295507812563368,399.0,638.0,479.0,743.0,423.821,680.696,462.851,681.154,445.187,704.106,425.594,717.17,458.881,717.694
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295507812563368,770.0,597.0,852.0,696.0,792.91,637.273,832.307,636.638,813.424,657.776,797.692,674.815,828.421,674.282
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295507854041146,399.0,637.0,479.0,743.0,424.621,679.924,463.418,680.409,446.057,703.504,426.156,716.604,459.355,717.174
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295507854041146,771.0,597.0,852.0,696.0,793.939,637.662,832.92,637.037,814.337,657.878,798.454,674.748,829.321,674.218
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295507884318924,399.0,637.0,480.0,742.0,425.3,679.292,464.173,679.618,446.918,702.906,427.029,716.058,460.247,716.494
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295507884318924,772.0,598.0,853.0,696.0,794.768,637.523,833.593,636.995,815.058,657.638,799.136,674.073,829.987,673.605
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295507908318924,400.0,636.0,480.0,742.0,426.024,678.88,464.4,678.944,447.432,702.347,427.977,715.786,460.567,716.006
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295507908318924,773.0,598.0,854.0,695.0,795.393,637.348,834.373,637.134,815.48,657.54,799.311,673.698,830.58,673.488
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295507954096702,773.0,598.0,854.0,696.0,795.564,637.546,834.787,637.478,815.633,657.824,799.317,673.795,830.949,673.702
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295507954096702,400.0,637.0,480.0,742.0,426.344,678.868,464.726,678.868,447.817,702.103,428.511,715.936,460.967,716.095
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295507982041146,774.0,599.0,855.0,696.0,796.18,637.912,835.323,638.016,816.196,657.958,799.55,673.9,831.57,673.957
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295507982041146,401.0,636.0,481.0,742.0,426.245,679.031,464.933,678.71,447.819,702.353,428.799,716.269,461.442,716.168
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295508011163368,775.0,600.0,855.0,697.0,796.573,638.333,835.85,638.299,816.686,658.265,800.14,674.347,832.289,674.291
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295508011163368,401.0,637.0,481.0,742.0,426.614,679.107,465.334,678.957,448.254,702.462,428.995,716.3,461.712,716.338
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295508041318924,401.0,637.0,482.0,743.0,426.303,680.361,465.571,679.881,448.247,703.485,428.631,716.68,462.374,716.489
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295508041318924,776.0,601.0,857.0,699.0,798.25,639.313,836.93,638.027,819.009,657.704,803.372,675.866,834.916,674.824
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295508074285591,402.0,637.0,482.0,743.0,426.604,680.215,465.817,679.727,448.28,703.272,428.961,716.869,462.754,716.662
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295508074285591,776.0,602.0,857.0,699.0,798.648,640.335,837.512,639.268,819.621,658.904,803.385,676.239,835.286,675.352
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295508105252257,402.0,637.0,483.0,743.0,426.951,680.701,466.314,680.242,448.732,703.54,429.567,717.349,463.241,717.155
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295508105252257,777.0,603.0,857.0,699.0,799.476,640.842,837.731,640.126,819.836,659.082,803.978,676.682,835.136,676.068
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295508139852257,778.0,603.0,858.0,698.0,800.143,640.719,838.316,639.325,820.825,658.273,805.265,675.809,836.682,674.648
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295508139852257,403.0,637.0,484.0,743.0,427.547,680.956,466.753,680.195,449.121,703.51,430.643,717.671,463.995,717.23
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295508177841146,779.0,603.0,858.0,698.0,800.817,640.966,838.81,639.273,821.441,658.578,806.196,675.737,837.408,674.336
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295508177841146,404.0,637.0,485.0,743.0,428.62,680.336,468.133,679.673,450.317,703.237,431.461,717.416,465.284,717.048
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295508211963368,779.0,603.0,859.0,698.0,801.627,640.133,839.708,638.705,822.251,658.107,806.277,674.671,838.233,673.507
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295508211963368,404.0,636.0,485.0,742.0,429.134,679.776,468.61,679.062,450.811,702.841,432.123,716.994,465.462,716.583
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295508244807813,779.0,602.0,859.0,697.0,802.371,639.192,840.287,637.791,822.979,657.522,807.24,674.093,838.548,672.943
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295508244807813,405.0,636.0,486.0,741.0,430.073,678.836,469.432,678.341,451.771,701.911,432.748,715.853,466.104,715.617
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295508284385591,780.0,601.0,859.0,695.0,802.998,638.519,840.45,636.996,823.472,657.069,807.843,673.185,838.485,671.958
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295508284385591,405.0,635.0,486.0,740.0,430.012,678.5,469.306,678.281,451.225,701.619,432.806,715.673,465.561,715.628
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295508308374480,780.0,600.0,859.0,695.0,803.397,637.25,840.576,635.62,823.883,655.783,808.116,671.935,839.021,670.633
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295508308374480,406.0,635.0,487.0,739.0,430.678,677.449,469.862,677.604,451.74,700.575,432.603,713.67,466.328,713.922
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295508344907813,780.0,600.0,860.0,694.0,803.979,636.057,841.103,634.809,824.123,654.929,808.371,670.973,839.204,669.965
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295508344907813,407.0,634.0,488.0,739.0,431.169,676.952,470.562,677.03,452.277,699.868,433.249,713.164,467.14,713.334
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295508386074480,407.0,633.0,489.0,739.0,432.272,676.422,471.8,676.808,453.44,699.73,433.808,712.676,468.082,713.104
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295508386074480,782.0,597.0,861.0,695.0,805.139,635.228,843.049,635.004,825.409,656.439,808.692,671.447,839.988,671.322
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295508417230035,409.0,634.0,490.0,738.0,432.31,676.127,472.324,676.499,453.054,699.445,434.273,712.606,468.686,712.984
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295508417230035,783.0,597.0,862.0,695.0,805.745,635.291,843.957,635.208,825.954,656.832,809.269,671.696,840.636,671.68
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295508453118924,409.0,634.0,491.0,737.0,432.8,675.896,472.667,676.244,453.442,699.24,434.65,712.164,469.181,712.524
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295508453118924,783.0,597.0,862.0,695.0,806.21,635.145,844.635,635.023,826.616,656.788,809.52,671.276,841.576,671.23
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295508486052257,409.0,634.0,491.0,738.0,432.99,675.815,472.919,676.38,453.702,699.438,434.539,712.064,469.273,712.608
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295508486052257,783.0,597.0,862.0,695.0,806.237,634.979,844.639,634.974,826.498,656.681,809.647,671.308,841.32,671.348
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295508517130035,409.0,634.0,491.0,738.0,432.665,675.815,472.731,676.251,453.404,699.387,434.35,712.062,469.31,712.499
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295508517130035,783.0,597.0,862.0,695.0,806.224,634.833,844.567,634.858,826.46,656.427,809.489,671.04,841.319,671.108
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295508546285591,409.0,634.0,491.0,737.0,432.717,676.087,472.685,676.414,453.439,699.413,434.83,712.521,469.076,712.856
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295508546285591,783.0,597.0,862.0,695.0,806.272,634.705,844.417,635.229,826.168,656.52,809.124,670.882,840.844,671.35
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295508580241146,410.0,631.0,490.0,737.0,434.166,674.789,473.491,675.808,454.693,698.504,435.08,711.261,469.125,712.167
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295508580241146,784.0,595.0,863.0,694.0,807.04,633.682,845.274,634.408,826.958,655.951,809.93,670.237,841.143,670.867
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295508613052257,410.0,630.0,491.0,736.0,435.418,672.523,474.353,673.668,455.835,696.342,435.909,708.994,470.004,710.011
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295508613052257,783.0,595.0,863.0,692.0,806.939,632.665,845.381,633.126,827.522,653.635,810.428,668.226,841.688,668.669
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295508637096702,410.0,628.0,491.0,734.0,435.29,671.042,474.313,672.08,455.862,694.656,435.31,706.507,470.604,707.491
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295508637096702,783.0,594.0,863.0,691.0,806.705,631.23,845.211,631.659,827.242,652.07,810.308,667.266,841.471,667.685
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295508674174480,408.0,627.0,490.0,733.0,432.721,669.962,471.824,671.263,452.845,693.521,432.913,705.175,467.888,706.362
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295508674174480,781.0,594.0,861.0,690.0,804.575,630.428,843.669,629.36,826.296,650.5,809.258,666.439,841.237,665.729
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295508705552257,778.0,593.0,858.0,688.0,800.781,629.569,839.697,627.276,822.521,648.055,806.34,665.231,838.515,663.389
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295508705552257,403.0,626.0,484.0,730.0,428.342,668.538,467.335,669.628,449.286,691.84,430.089,704.4,463.352,705.427
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295508736930035,400.0,619.0,481.0,729.0,425.962,664.42,464.987,666.692,446.359,689.051,425.716,700.655,460.119,702.647
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295508736930035,775.0,586.0,855.0,685.0,797.365,625.966,837.04,625.739,818.465,645.39,800.25,660.582,834.911,660.419
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295508781430035,402.0,617.0,484.0,726.0,428.403,661.528,467.956,663.066,449.292,685.277,428.819,697.887,463.677,699.266
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295508781430035,778.0,585.0,858.0,682.0,800.354,624.158,839.488,622.754,821.561,643.605,804.096,658.56,838.33,657.465
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295508816052257,782.0,584.0,861.0,680.0,805.022,621.328,843.84,621.572,825.716,641.842,807.913,656.283,840.994,656.611
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295508816052257,409.0,615.0,489.0,724.0,433.344,660.288,472.81,661.382,454.939,683.809,435.664,697.427,468.957,698.459
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295508850063368,412.0,616.0,494.0,723.0,437.016,660.32,476.463,659.27,459.587,683.103,440.16,696.515,474.305,695.892
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295508850063368,785.0,583.0,866.0,682.0,809.578,620.291,848.716,622.131,829.967,641.486,810.959,655.808,844.62,657.387
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295508885285591,415.0,616.0,496.0,722.0,439.541,658.924,478.698,658.645,461.394,682.355,442.254,695.843,475.354,695.815
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295508885285591,787.0,582.0,868.0,681.0,812.157,621.128,850.821,622.934,832.302,641.414,813.404,655.246,846.871,656.77
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295508910474480,416.0,615.0,497.0,721.0,441.185,657.945,480.314,658.577,462.599,682.122,443.517,695.631,475.928,696.305
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295508910474480,789.0,583.0,871.0,682.0,814.627,621.777,852.857,623.519,834.61,641.902,815.642,654.925,849.383,656.4
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295508950207813,417.0,616.0,498.0,723.0,442.194,658.17,481.555,659.236,463.426,682.655,443.615,695.765,477.228,696.797
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295508950207813,792.0,584.0,873.0,684.0,815.407,624.151,854.586,624.97,835.937,643.703,816.587,657.241,851.981,657.959
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295508986074480,419.0,616.0,500.0,723.0,443.869,658.36,483.371,659.264,465.199,682.551,445.294,695.934,479.177,696.82
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295508986074480,795.0,585.0,874.0,684.0,817.635,624.533,856.206,626.093,837.318,643.86,818.515,657.673,852.912,658.952
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295509017574480,420.0,616.0,501.0,722.0,445.557,658.074,484.582,658.878,466.63,681.867,447.406,695.869,480.103,696.649
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295509017574480,797.0,585.0,877.0,683.0,819.744,624.52,858.605,626.414,839.384,644.131,820.18,657.596,854.652,659.145
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295509051396702,421.0,616.0,502.0,721.0,446.719,657.813,485.689,658.185,468.037,681.359,448.89,695.456,481.679,695.892
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295509051396702,798.0,585.0,878.0,683.0,821.023,625.223,860.103,626.065,841.449,644.478,822.123,658.067,857.036,658.795
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295509086996702,421.0,615.0,502.0,721.0,446.917,657.572,485.881,657.857,468.215,681.186,449.103,695.121,481.876,695.494
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295509086996702,798.0,585.0,879.0,683.0,821.87,624.942,861.095,626.044,842.133,643.953,822.658,657.381,857.77,658.313
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295509114230035,421.0,615.0,503.0,720.0,447.078,656.922,485.973,657.138,468.242,680.447,449.566,694.683,481.923,694.986
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295509114230035,800.0,585.0,880.0,682.0,823.738,623.48,862.421,625.126,843.576,642.95,823.716,656.008,858.44,657.401
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295509149996702,422.0,614.0,503.0,719.0,447.363,656.09,485.87,656.655,468.067,679.573,449.739,693.75,481.344,694.33
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295509149996702,801.0,584.0,881.0,681.0,825.921,621.543,864.098,623.844,845.568,641.527,825.568,654.869,859.209,656.782
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295509184652257,422.0,613.0,503.0,717.0,447.963,654.559,486.291,654.966,468.626,678.263,450.145,691.968,481.76,692.422
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295509184652257,803.0,583.0,882.0,680.0,827.419,619.284,865.214,623.57,846.164,641.033,826.933,653.95,859.272,657.557
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295509206552257,422.0,609.0,504.0,714.0,448.531,651.889,487.242,651.895,469.624,675.242,450.519,688.668,483.121,688.824
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295509206552257,804.0,579.0,883.0,680.0,829.397,617.116,867.127,621.619,848.341,639.245,827.758,651.936,861.123,655.695
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295509239130035,423.0,606.0,505.0,711.0,448.138,650.059,487.717,649.786,470.054,672.557,450.968,685.959,484.808,685.907
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295509239130035,806.0,577.0,884.0,677.0,831.536,614.839,868.919,620.032,850.108,637.804,829.096,649.041,862.159,653.348
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295509273063368,423.0,606.0,505.0,710.0,449.037,649.002,488.279,648.581,470.822,671.178,452.023,684.824,485.469,684.648
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295509273063368,807.0,576.0,886.0,676.0,832.984,613.295,869.8,619.007,850.809,636.62,830.178,647.947,862.255,652.667
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295509304796702,425.0,604.0,507.0,708.0,449.93,647.774,489.251,647.23,471.558,670.451,452.918,683.293,486.573,683.008
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295509304796702,808.0,575.0,888.0,674.0,834.181,610.912,871.299,617.138,851.693,634.291,830.81,645.728,863.199,650.859
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295509345674480,426.0,604.0,507.0,708.0,450.633,647.287,489.774,646.911,471.921,669.899,453.591,682.764,487.054,682.596
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295509345674480,809.0,574.0,889.0,674.0,835.426,610.552,872.711,616.646,853.01,633.708,831.906,645.056,864.772,650.068
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295509385207813,427.0,604.0,508.0,708.0,450.49,647.344,489.634,646.768,471.04,670.68,453.132,683.191,486.663,682.841
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295509385207813,809.0,574.0,890.0,674.0,836.461,610.352,873.886,616.764,854.231,633.671,832.372,644.581,865.656,649.851
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295509417341146,427.0,603.0,508.0,708.0,450.724,647.187,489.746,646.456,471.486,670.369,453.369,682.531,487.105,682.069
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295509417341146,810.0,574.0,890.0,674.0,837.141,610.347,874.434,616.733,855.04,633.536,832.948,644.317,866.312,649.567
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295509447763368,426.0,602.0,508.0,706.0,450.812,646.496,489.863,646.227,471.918,668.932,454.225,682.016,486.801,681.904
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295509447763368,811.0,573.0,891.0,672.0,838.323,610.389,875.4,616.796,856.101,633.915,834.03,643.978,866.892,649.224
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295509480696702,427.0,599.0,509.0,705.0,450.736,644.549,490.032,643.479,471.751,667.777,454.188,680.302,487.883,679.561
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295509480696702,812.0,572.0,891.0,671.0,838.987,608.95,875.455,615.257,856.54,631.952,834.619,642.06,867.175,647.239
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295509513374480,428.0,597.0,510.0,704.0,451.029,643.079,490.493,641.142,472.518,665.617,455.496,679.418,489.275,677.994
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295509513374480,813.0,570.0,892.0,669.0,839.944,607.938,876.648,613.55,858.066,630.635,836.194,641.255,868.705,645.868
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295509551141146,813.0,569.0,893.0,668.0,840.558,606.611,877.319,612.68,858.434,629.023,836.535,639.849,868.99,644.828
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295509551141146,428.0,592.0,509.0,704.0,451.24,642.14,490.328,639.543,473.772,663.845,456.259,678.407,489.73,676.498
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295509585085591,428.0,593.0,510.0,703.0,452.078,640.561,491.406,637.613,474.792,662.449,457.163,677.016,490.841,674.833
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295509585085591,814.0,567.0,895.0,667.0,841.945,604.661,879.346,610.515,860.464,627.3,837.835,638.383,871.187,643.202
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295509609630035,429.0,593.0,511.0,702.0,452.748,639.416,492.13,636.745,475.412,661.313,457.889,676.291,491.072,674.317
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295509609630035,815.0,566.0,896.0,666.0,843.064,603.658,881.171,609.929,861.814,626.431,838.412,637.177,872.652,642.328
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295509649074480,430.0,593.0,511.0,701.0,453.47,639.427,492.74,636.823,476.116,661.264,458.48,676.094,491.69,674.178
f8737c9a-d767-4891-a507-578cd9568354,e93561fb-b770-4f86-a07a-f6c7a4683056,1655295509649074480,816.0,566.0,897.0,665.0,843.791,603.188,881.837,609.491,862.481,626.207,839.121,636.997,872.943,642.162
